family_size,region_name,region,food_mean,food_median,food_q1,food_q3,transportation_mean,transportation_median,transportation_q1,transportation_q3,housing_mean,housing_median,housing_q1,housing_q3,monthly_mean,monthly_median,monthly_q1,monthly_q3,monthly_income_mean,monthly_income_median,monthly_income_q1,monthly_income_q3,col_index,income_index,col_index_custom,income_index_custom
3.0,Region X - Northern Mindanao,10,69014.75,69014.75,52673.98,90042.25,9400.0,9400.0,4700.0,17353.0,30942.0,30942.0,18635.0,55538.0,26366.86,20373.67,14587.33,30368.36,47538.73,33500.0,23937.29,54095.0,0.06544023998183435,0.044197407525204034,0.5300310121465649,0.5273559652389147
3.0,Region XI - Davao,11,66338.0,66338.0,52807.15,85847.0,8796.0,8796.0,4282.5,14612.5,27000.0,27000.0,17727.0,45435.0,23147.51,18853.5,14410.82,26451.42,43501.23,31138.83,23250.0,46180.33,0.055980494693085206,0.038448998607237196,0.5252739199745048,0.5245133791172245
3.0,Region XII - SOCCSKSARGEN,12,70656.0,70656.0,55579.25,93245.75,9600.0,9600.0,5099.25,16845.0,25185.0,25185.0,16195.0,42947.5,24236.93,20151.28,14827.79,28765.71,41135.69,30130.67,21217.54,45151.46,0.06405634689437378,0.03599457307466756,0.5293350835805858,0.5232996665829964
3.0,Region XIII - Caraga,16,77313.5,77313.5,61525.75,99195.0,8395.0,8395.0,4160.0,14813.0,25645.0,25645.0,16815.0,43368.25,25469.37,20395.33,15847.25,28992.33,41817.94,29681.33,22196.08,43265.38,0.06557502627741599,0.03490062809688146,0.5300987931292489,0.5227587111888823
3.5,Bangsamoro Autonomous Region in Muslim Mindanao,19,82184.0,82184.0,68194.0,97686.0,6300.0,6300.0,4005.0,10010.0,21400.0,21400.0,14610.0,33660.0,20889.23,19915.5,16301.0,23329.21,30829.95,26883.33,21876.67,33992.0,0.06258913023822266,0.02808873054080916,0.5285972534745264,0.5193902303219861
3.5,Cordillera Administrative Region,14,90889.0,90889.0,69158.75,111701.0,9890.0,9890.0,4580.0,18340.0,39050.0,39050.0,25892.0,66800.0,30925.03,26734.17,19986.17,37566.17,59956.46,45165.0,33330.0,69296.0,0.10502049081502335,0.07259654440568411,0.5499350260136903,0.5413993281096598
3.5,National Capital Region,13,119871.25,119871.25,96180.75,151758.75,16236.0,16236.0,9009.0,27103.5,83910.0,83910.0,60155.0,127275.0,49708.89,42543.25,33309.42,56486.74,81080.4,65900.83,47854.54,95213.08,0.20339756051739769,0.12307915687892587,0.5994066316337664,0.5663629616386853
3.5,Region I - Ilocos Region,1,97716.0,97716.0,71821.0,125525.5,12628.0,12628.0,6135.0,20925.0,41400.0,41400.0,29240.5,64790.0,32876.04,29740.67,20372.75,39358.08,61835.0,49335.83,36593.33,71421.67,0.12372940114125286,0.08275067831697538,0.5593433143073012,0.5464205436400661
3.5,Region II - Cagayan Valley,2,82325.0,82325.0,66282.4,103971.14,11343.0,11343.0,7007.5,19550.0,40385.0,40385.0,28612.5,60197.5,29320.65,24699.58,19352.44,33951.9,56339.56,42621.25,30110.62,63014.38,0.09235960212031416,0.06640363360930851,0.5435681511494634,0.5383369359705721
3.5,Region III - Central Luzon,3,108085.0,108085.0,85168.0,138688.0,14048.0,14048.0,8400.0,22600.0,60100.0,60100.0,41680.0,82520.0,38735.51,34660.83,26528.83,46235.67,61534.52,52099.17,38276.5,73135.0,0.1543466744592976,0.08947819403984769,0.5747400492917325,0.5497472977210986
3.5,Region IVA - CALABARZON,4,102009.5,102009.5,81477.0,130255.25,13126.5,13126.5,6780.0,28021.0,54055.0,54055.0,40070.0,82252.5,39433.32,33081.25,25499.81,45945.29,65143.41,51430.17,36388.46,75554.25,0.14451723139490188,0.08784947371639798,0.5697970444612579,0.5489418961128236
3.5,Region IVB - MIMAROPA,17,78111.0,78111.0,60488.5,102893.25,8460.0,8460.0,4025.0,14793.0,30300.0,30300.0,19174.0,52702.5,27038.59,22189.92,16576.17,31015.88,48820.71,33850.83,24719.0,55016.08,0.07674243801277209,0.04505152404400204,0.5357146321742619,0.5277783255471825
3.5,Region IX - Zamboanga Peninsula,9,77703.38,77703.38,61617.88,106453.38,8231.5,8231.5,4557.5,15665.0,25980.0,25980.0,15357.5,44700.0,26187.9,21235.62,15435.6,29892.27,45161.66,32081.75,23502.08,47836.04,0.07080400025314434,0.040744593476276396,0.5327283259981125,0.5256485499460357
3.5,Region V- Bicol,5,74815.0,74815.0,59378.0,102775.0,7020.0,7020.0,3430.0,15144.0,29590.0,29590.0,18790.0,45990.0,26295.71,20438.33,16071.77,30319.5,45102.66,31564.27,24601.67,47463.5,0.06584260756596674,0.03948475761233205,0.5302333537135248,0.5250255615689802
3.5,Region VI - Western Visayas,6,89733.5,89733.5,70332.25,121691.0,12460.0,12460.0,6580.0,21320.0,40200.0,40200.0,24554.0,66071.0,32284.51,27730.33,19680.54,40420.58,58321.88,43870.0,28862.25,71202.42,0.11121941584764497,0.06944378981843835,0.5530523253539742,0.5398402921115788
3.5,Region VII - Central Visayas,7,88071.0,88071.0,67550.25,113493.0,12210.0,12210.0,6575.0,20050.0,44952.0,44952.0,29151.5,76215.0,33250.77,28240.5,19885.17,39977.42,63288.33,49039.17,33977.75,74344.67,0.11439411226578317,0.08202844188774577,0.554648808453509,0.5460633979881814
3.5,Region VIII - Eastern Visayas,8,81404.04,81404.04,63810.25,107830.12,7906.5,7906.5,2942.5,14187.5,31741.0,31741.0,19632.25,56778.5,28657.23,22262.08,16250.96,33298.15,50380.28,34113.33,25565.62,56135.0,0.07719147675188429,0.04569059591979511,0.5359404436105721,0.5280943463576043
3.5,Region X - Northern Mindanao,10,74521.5,74521.5,57894.0,101428.75,9540.0,9540.0,5302.5,16800.0,32504.0,32504.0,19809.0,56865.0,27858.66,21912.38,15760.07,34612.17,49666.76,35703.0,26353.21,58337.42,0.07501535636569354,0.04956074216281205,0.5348461218356593,0.5300081322688549
3.5,Region XI - Davao,11,70143.0,70143.0,56431.38,90605.06,8160.0,8160.0,4227.0,14829.0,25380.0,25380.0,17407.5,42825.0,23385.64,19549.83,15192.29,26333.22,42735.88,32094.0,24506.88,48885.46,0.0603136314060283,0.040774416830480074,0.5274529565244767,0.5256632975838553
3.5,Region XII - SOCCSKSARGEN,12,76736.0,76736.0,61562.25,101145.0,10298.0,10298.0,5671.0,18125.0,26520.0,26520.0,17245.0,45344.0,26604.76,21688.17,15852.17,30599.04,47626.55,31811.67,22394.0,52873.83,0.07362013774462453,0.040087067639269953,0.5341444979147177,0.5253234036584977
3.5,Region XIII - Caraga,16,83205.0,83205.0,64398.75,106180.0,9600.0,9600.0,4706.0,16060.0,29600.0,29600.0,18302.0,51985.0,27751.64,22778.5,17254.89,31289.75,46671.15,32839.33,24201.25,50742.0,0.08040506579917228,0.04258896708261279,0.5375564849345656,0.5265605920243571
4.0,Bangsamoro Autonomous Region in Muslim Mindanao,19,81849.0,81849.0,64702.0,102337.48,6760.0,6760.0,3860.0,10640.0,20160.0,20160.0,14350.0,30380.0,20897.95,19295.0,16017.33,23758.33,31675.24,27516.67,22359.17,34184.17,0.058727870016228506,0.029630634471532115,0.5266555129502671,0.5201527012555959
4.0,Cordillera Administrative Region,14,96691.5,96691.5,74429.25,124666.5,10045.0,10045.0,5100.0,19497.0,41137.0,41137.0,26342.5,66881.0,32819.02,28418.67,21314.33,38917.71,61675.82,46116.25,32880.29,73092.21,0.1155028322234829,0.0749124191555818,0.555206358669798,0.5425445273321884
4.0,National Capital Region,13,129001.5,129001.5,104577.25,167265.5,17070.0,17070.0,9660.0,28975.0,84630.0,84630.0,60515.0,124415.0,51951.71,44854.67,34959.35,59471.42,84141.87,66631.5,48115.67,96746.92,0.21778111265651404,0.12485801648839523,0.6066397950222973,0.5672426070693555
4.0,Region I - Ilocos Region,1,105538.0,105538.0,73580.0,140258.5,13258.0,13258.0,8040.0,21000.0,41100.0,41100.0,27370.0,62047.5,33803.7,30300.61,22199.79,40074.96,64184.75,51401.25,36318.71,72546.71,0.12721380734383694,0.08777906625488202,0.5610955434598456,0.5489070796486811
4.0,Region II - Cagayan Valley,2,84608.0,84608.0,65625.12,109512.5,10760.0,10760.0,6432.0,18225.0,38000.0,38000.0,26679.0,56554.0,29089.64,24812.95,19257.17,34395.67,53395.77,40251.67,29991.5,60577.5,0.09306508329898858,0.06063475004572103,0.5439229216945646,0.5354842251440604
4.0,Region III - Central Luzon,3,111179.0,111179.0,85687.0,140903.0,14080.0,14080.0,8504.0,22880.0,56520.0,56520.0,38110.0,81990.0,38291.43,34376.0,25691.25,45670.17,61117.88,50584.67,35836.67,72082.5,0.15257422844957866,0.08579105363646261,0.5738487262401213,0.547924008131065
4.0,Region IVA - CALABARZON,4,111873.0,111873.0,88406.0,147574.5,15380.0,15380.0,8080.0,29300.0,54780.0,54780.0,37660.0,81750.0,41295.43,35220.33,26173.0,50713.17,67963.02,51766.67,35946.67,80396.67,0.15782834262078949,0.0886687029971765,0.576490901545275,0.5493470046945643
4.0,Region IVB - MIMAROPA,17,80885.0,80885.0,64577.5,104620.0,10190.0,10190.0,5440.0,17050.0,29374.0,29374.0,18710.0,48300.0,27294.41,22028.5,17307.08,30910.33,46991.6,33579.17,24961.17,49923.5,0.07573795030119387,0.044390151602943205,0.5352094979995222,0.527451277115338
4.0,Region IX - Zamboanga Peninsula,9,84020.5,84020.5,64846.5,110814.5,9270.0,9270.0,4705.0,15600.0,25700.0,25700.0,15600.0,42085.0,26283.09,21541.17,15880.17,30795.72,43501.79,32693.33,23656.42,46789.5,0.07270538310702077,0.04223352139169551,0.5336844884754492,0.5263848242593224
4.0,Region V- Bicol,5,80667.0,80667.0,64901.25,104753.5,8350.0,8350.0,3955.0,15390.0,29920.0,29920.0,19735.0,48123.0,26848.89,21875.5,16935.5,30236.92,47801.81,32953.33,25276.58,47898.5,0.07478585873960628,0.0428665068686715,0.5347307126647733,0.5266978353477403
4.0,Region VI - Western Visayas,6,93452.25,93452.25,74766.0,120344.3,11701.0,11701.0,6505.5,20022.0,35024.0,35024.0,22380.0,57607.5,31334.5,26203.96,19497.67,36563.67,53119.79,39573.33,28431.46,59381.33,0.10172108907077917,0.05898329093629071,0.5482758314232511,0.5346675792143782
4.0,Region VII - Central Visayas,7,84822.88,84822.88,63107.5,112992.0,11760.0,11760.0,6348.0,20175.0,39196.0,39196.0,23169.0,65497.5,31095.74,25496.75,17860.62,37344.71,58254.94,43692.5,29611.67,67163.17,0.0973202480690121,0.06901165550242591,0.5460627479161416,0.5396266018492936
4.0,Region VIII - Eastern Visayas,8,86420.75,86420.75,67592.5,111630.75,8459.5,8459.5,3672.5,15937.5,30408.5,30408.5,20165.0,50730.0,28491.98,22778.17,17080.08,32641.46,49356.31,34327.0,24765.04,52192.5,0.08040301226835317,0.04621078825389301,0.5375554522603143,0.5283515812778437
4.0,Region X - Northern Mindanao,10,76515.25,76515.25,59463.25,102535.0,11290.0,11290.0,5864.0,18998.0,31097.0,31097.0,18900.0,54335.0,28275.18,22177.17,16014.96,32611.08,51671.27,35704.75,25576.0,55359.04,0.07666309704930646,0.04956500264198401,0.5356747333963661,0.5300102390742577
4.0,Region XI - Davao,11,73979.5,73979.5,60304.75,95271.12,9427.0,9427.0,5200.0,16615.75,27021.0,27021.0,17600.0,45007.0,24880.42,20336.77,15850.71,28614.52,46630.2,33519.17,25042.04,51523.12,0.06521061789933383,0.044244078031333366,0.5299155403893607,0.5273790437872415
4.0,Region XII - SOCCSKSARGEN,12,80490.1,80490.1,64000.0,104507.75,10555.0,10555.0,5702.5,18046.25,25518.0,25518.0,16983.5,42907.5,26318.7,21377.0,16443.48,30375.33,44740.91,30968.0,23144.71,48907.46,0.0716837826386166,0.03803310280326871,0.5331707486819478,0.5243077187932459
4.0,Region XIII - Caraga,16,87347.0,87347.0,69226.0,111617.0,9920.0,9920.0,5560.0,17142.0,27960.0,27960.0,17496.0,48582.0,28412.48,22924.67,17418.0,32045.25,46836.63,33073.33,24896.83,49130.0,0.08131465549562494,0.04315865401189118,0.538013897041626,0.5268423020039331
4.5,Bangsamoro Autonomous Region in Muslim Mindanao,19,85246.0,85246.0,70656.5,106706.88,7010.0,7010.0,4013.0,10855.5,20490.0,20490.0,15092.5,30564.0,21663.21,20827.33,16887.83,24990.08,33161.28,29707.17,23845.42,37100.56,0.06826328480425156,0.03496353711505475,0.531450657603834,0.5227898196755159
4.5,Cordillera Administrative Region,14,98380.25,98380.25,78410.75,126544.75,10201.0,10201.0,5249.0,19498.5,39140.0,39140.0,25437.5,68590.0,34711.82,28209.92,21654.81,39758.45,65048.86,50459.58,36196.04,77099.67,0.1142038184098789,0.08548651458525139,0.5545531139728774,0.547773413680872
4.5,National Capital Region,13,139806.0,139806.0,114589.0,174974.5,17162.0,17162.0,9427.0,28895.75,85525.0,85525.0,61732.5,122187.5,52251.78,46786.19,37333.42,61267.25,84788.79,71003.33,52149.58,101099.17,0.22980061522538778,0.1355014968645795,0.6126841312953308,0.5725058042488848
4.5,Region I - Ilocos Region,1,116808.0,116808.0,80706.5,156415.12,15200.0,15200.0,8465.0,28944.0,45610.0,45610.0,30050.0,70950.0,38195.95,33992.17,24732.83,44406.75,75320.96,56753.33,41198.0,83414.75,0.15018572319412657,0.10080902360724206,0.5726476009130843,0.5553503888259858
4.5,Region II - Cagayan Valley,2,89772.0,89772.0,72489.75,115381.0,10934.0,10934.0,6670.0,17827.0,39700.0,39700.0,28050.0,56735.0,30106.15,26840.0,20319.5,35313.25,57960.52,45279.17,34317.17,67225.42,0.10567905192589144,0.07287449806686236,0.5502662015168045,0.5415367760941393
4.5,Region III - Central Luzon,3,124046.25,124046.25,96702.25,155356.25,15960.0,15960.0,9657.5,26312.5,61665.0,61665.0,41838.0,89730.0,42198.47,38585.65,29227.38,49624.15,67345.73,56810.0,41057.92,77327.29,0.17877012545766516,0.10094699009562755,0.587022050974929,0.5554186132043728
4.5,Region IVA - CALABARZON,4,119439.0,119439.0,94928.5,163599.0,15798.0,15798.0,8840.0,28760.0,57180.0,57180.0,37800.0,90274.0,46027.06,37839.17,28114.33,52820.13,81605.24,55710.0,37609.17,87666.67,0.1741249142884239,0.09826897461611378,0.5846860792319006,0.5540943355226051
4.5,Region IVB - MIMAROPA,17,88916.0,88916.0,68823.5,115758.0,9920.0,9920.0,5620.0,16540.0,31780.0,31780.0,20291.0,52259.5,28977.81,24992.67,18506.96,34654.38,52095.32,36940.83,28199.58,60642.92,0.09418344862871747,0.05257431298190889,0.5444853223505193,0.531498341944148
4.5,Region IX - Zamboanga Peninsula,9,85309.0,85309.0,68540.5,111414.82,9542.0,9542.0,4745.0,15965.0,24420.0,24420.0,16467.0,41910.0,26349.35,22355.33,16603.5,31207.83,41553.44,33875.83,24279.58,46387.17,0.07777175477879958,0.045112388032172816,0.5362322523194959,0.5278084227672227
4.5,Region V- Bicol,5,85809.0,85809.0,65305.5,110478.0,8808.0,8808.0,4015.0,17202.5,32010.0,32010.0,20502.5,52789.5,28670.52,23483.67,17380.62,32152.21,50024.66,34323.5,25866.23,54648.96,0.08479321224678488,0.04620226729554911,0.5397631846372118,0.528347367667038
4.5,Region VI - Western Visayas,6,103420.0,103420.0,83450.0,138782.0,13840.0,13840.0,7860.0,23980.0,39934.0,39934.0,26310.0,71400.0,35927.37,29811.67,22114.33,43065.67,63807.84,46759.17,32584.83,74300.0,0.12417122140839482,0.0764776461665718,0.559565495737152,0.5433185315205176
4.5,Region VII - Central Visayas,7,99234.5,99234.5,73543.0,132165.5,12890.0,12890.0,6860.0,21950.0,49520.0,49520.0,30240.0,78060.0,36873.63,31788.5,21399.33,45358.83,66350.08,55800.0,36992.0,81679.17,0.13647267998155307,0.09848808497352857,0.5657516213142213,0.5542026855147497
4.5,Region VIII - Eastern Visayas,8,87122.5,87122.5,69965.5,112702.25,8571.0,8571.0,3895.0,16320.0,30610.0,30610.0,20100.0,54286.5,29416.94,23313.92,17801.22,33061.0,50997.43,36598.21,26900.67,56480.0,0.08373688843907576,0.051740184196826154,0.5392319832609137,0.5310858655629415
4.5,Region X - Northern Mindanao,10,82270.0,82270.0,63983.0,110192.5,10585.0,10585.0,5400.0,19300.0,34260.0,34260.0,20960.0,58320.0,29664.46,23798.0,17869.33,35058.58,54051.64,39250.0,28004.83,60159.17,0.08674923146609095,0.05819612480448053,0.5407468225082681,0.5342783258481547
4.5,Region XI - Davao,11,79575.0,79575.0,64546.0,101629.08,9702.0,9702.0,5055.0,18725.5,29172.0,29172.0,19162.0,50300.0,26854.74,22236.25,16801.83,31152.96,57830.0,37648.21,27789.17,56702.38,0.0770307412941339,0.054296471699998385,0.5358596133805292,0.5323499488046287
4.5,Region XII - SOCCSKSARGEN,12,87291.0,87291.0,68070.25,114519.0,11977.0,11977.0,6415.5,22089.5,29310.0,29310.0,18185.0,43765.5,29375.43,23517.17,18162.75,33297.25,51511.51,34622.83,23993.79,56300.71,0.08500167673902792,0.04693100399871534,0.5398680167203105,0.5287077277020231
4.5,Region XIII - Caraga,16,92291.0,92291.0,74010.0,118982.0,9620.0,9620.0,5320.0,17990.0,28500.0,28500.0,17580.0,47740.0,30074.28,24275.17,18768.67,32357.0,51521.48,35760.67,25838.33,50530.0,0.0897185748023181,0.04970114321072438,0.5422400381826611,0.5300775605360435
5.0,Bangsamoro Autonomous Region in Muslim Mindanao,19,89228.0,89228.0,70321.5,113153.25,6900.0,6900.0,4005.0,10727.5,21170.0,21170.0,15065.0,31735.0,22631.56,20938.17,17403.38,25808.12,34563.96,30310.67,24115.83,38004.17,0.0689530222466461,0.03643279378949708,0.5317975109796743,0.5235163665672856
5.0,Cordillera Administrative Region,14,104491.0,104491.0,81005.0,132290.0,10000.0,10000.0,5500.0,18360.0,39280.0,39280.0,26362.0,66570.0,34485.13,28939.33,22598.0,41433.67,61618.78,47701.67,34141.67,73529.17,0.11874280603038617,0.07877221852060973,0.5568356682932643,0.5444531967160321
5.0,National Capital Region,13,144607.0,144607.0,120375.0,184235.0,18800.0,18800.0,10750.0,33048.0,85110.0,85110.0,62880.0,125380.0,55709.68,48324.33,38641.33,63493.67,88108.54,71395.33,51621.49,103089.83,0.2393721846014685,0.13645584419909712,0.6174974572743546,0.5729777286591147
5.0,Region I - Ilocos Region,1,112148.5,112148.5,82021.5,151471.38,14706.0,14706.0,7500.0,23900.0,40935.0,40935.0,27872.5,60730.5,37092.83,31177.0,22627.17,44098.33,66987.35,52917.17,36742.33,79251.08,0.13266742514553467,0.09146966373279522,0.5638380446331825,0.5507320787608132
5.0,Region II - Cagayan Valley,2,95427.5,95427.5,72164.25,125542.79,12300.0,12300.0,7525.0,20005.0,40230.0,40230.0,28130.0,60967.5,32252.09,27446.08,20647.71,37634.29,60695.09,45245.0,33492.0,69993.75,0.10945057907391115,0.07279130916783055,0.5521628173055927,0.5414956392137884
5.0,Region III - Central Luzon,3,124110.0,124110.0,96126.5,154748.5,15165.0,15165.0,9100.0,24757.5,58465.0,58465.0,39600.0,87095.0,41232.57,36897.83,28162.29,48862.46,65319.91,54537.5,39050.21,77027.5,0.16826712428460122,0.0954144535709048,0.581740328989989,0.552682775902721
5.0,Region IVA - CALABARZON,4,124007.05,124007.05,99344.0,163009.25,16224.0,16224.0,8688.0,31597.0,56200.0,56200.0,36963.0,84420.0,44823.23,37698.83,27553.0,52955.33,74707.52,53983.33,38616.42,85302.08,0.17325160363644218,0.09406529371792102,0.5842469110366153,0.5520156168455345
5.0,Region IVB - MIMAROPA,17,87302.0,87302.0,69374.5,110159.25,9850.0,9850.0,5480.0,17455.0,29419.0,29419.0,19032.5,46967.5,27932.76,23287.04,18238.19,32194.67,48917.97,35043.58,26798.75,51560.0,0.08356961901962823,0.04795534491962936,0.5391478672491617,0.5292142639152992
5.0,Region IX - Zamboanga Peninsula,9,90129.0,90129.0,72296.5,120903.5,9010.0,9010.0,5055.0,15990.0,25200.0,25200.0,15930.0,40770.0,27712.24,22906.5,17020.92,32395.24,45777.46,34190.0,25104.5,48169.25,0.0812015868441606,0.045877253598717214,0.5379570373714798,0.5281866485120236
5.0,Region V- Bicol,5,86411.0,86411.0,69752.0,110284.0,9100.0,9100.0,4200.0,16240.0,29036.0,29036.0,19540.0,47100.0,28189.1,22382.25,17824.0,30550.0,47322.32,34421.67,26713.33,48797.0,0.07793927311107368,0.04644126800429808,0.5363164935038844,0.5284655534306918
5.0,Region VI - Western Visayas,6,104762.0,104762.0,83560.12,131987.88,12830.0,12830.0,7387.5,21055.0,34510.0,34510.0,22825.0,57720.0,33557.15,27981.84,21503.18,38560.29,56096.35,41500.42,30600.0,64088.33,0.11278451747284035,0.06367490625485087,0.5538393795993511,0.5369875812850671
5.0,Region VII - Central Visayas,7,95049.0,95049.0,70267.0,120702.0,13000.0,13000.0,6780.0,21920.0,40560.0,40560.0,22870.0,66260.0,32548.0,27281.0,19239.08,38973.33,60184.76,45933.33,31233.33,73968.0,0.10842331583870277,0.07446708952693393,0.55164622983461,0.5423243119925985
5.0,Region VIII - Eastern Visayas,8,91368.5,91368.5,74853.5,118802.88,8915.0,8915.0,4192.5,16155.5,29590.0,29590.0,20025.0,49367.0,30085.12,23487.5,18709.81,33315.29,52053.76,37091.67,27265.0,53668.92,0.0848170456499279,0.052941541940936025,0.5397751699171601,0.5316799365309823
5.0,Region X - Northern Mindanao,10,84043.0,84043.0,65809.5,109388.5,10910.0,10910.0,5700.0,18722.5,31590.0,31590.0,19850.0,50600.0,29157.72,23275.83,17386.75,32932.75,53665.0,37306.67,27845.0,56117.5,0.08349986119998512,0.053464972239204635,0.5391127876177726,0.5319387726233279
5.0,Region XI - Davao,11,81870.25,81870.25,65351.0,102931.0,9390.0,9390.0,5300.0,15692.0,27400.0,27400.0,18220.0,46500.0,26748.52,21459.04,16758.33,30256.33,50418.17,35750.83,26529.67,52936.5,0.07219430284588882,0.049677187144980366,0.5334274777594824,0.5300657142702357
5.0,Region XII - SOCCSKSARGEN,12,85334.5,85334.5,66979.12,110618.5,10323.0,10323.0,5747.5,17747.5,25512.0,25512.0,16901.5,40917.5,26936.91,22603.75,16678.38,30958.62,46508.2,32729.92,22609.92,48958.12,0.07931762788814331,0.042322601924782245,0.5370096369787005,0.5264288745505733
5.0,Region XIII - Caraga,16,94449.2,94449.2,74524.0,118272.0,9864.0,9864.0,5210.0,16860.0,27360.0,27360.0,18160.0,46854.0,29024.51,24187.17,18350.83,32298.83,48744.66,34400.0,25830.0,50006.67,0.08917096658388862,0.04638851109935165,0.5419646583822826,0.528439465160361
5.5,Bangsamoro Autonomous Region in Muslim Mindanao,19,90648.5,90648.5,76078.75,111570.22,7392.5,7392.5,4252.5,11407.5,20610.0,20610.0,15470.0,30890.0,23361.04,21400.67,18237.79,25962.58,35444.01,31104.17,24490.83,40094.0,0.0718310768037328,0.038364616774037234,0.5332448195896178,0.5244716523313607
5.5,Cordillera Administrative Region,14,110531.0,110531.0,88895.5,136810.0,10534.0,10534.0,5430.0,20870.0,42000.0,42000.0,26688.0,68715.0,36203.61,30797.5,24068.87,43727.5,69929.09,55109.17,38525.08,83634.08,0.1303058647035576,0.09680621821560809,0.5626504692440505,0.5533710030139356
5.5,National Capital Region,13,153368.6,153368.6,128474.44,193373.62,19184.0,19184.0,9775.0,32440.0,89157.0,89157.0,64695.0,125942.5,57411.53,50190.42,39904.0,66083.58,92997.93,76606.67,55722.92,107974.92,0.2509845280142986,0.149143161643651,0.6233370424071749,0.579251602526481
5.5,Region I - Ilocos Region,1,119251.5,119251.5,87055.14,157160.0,14450.0,14450.0,7843.75,24325.0,42045.0,42045.0,31680.0,64264.5,38365.16,33149.67,26253.58,43702.33,70620.72,58198.42,42471.25,78607.04,0.1449429967847308,0.10432718123386983,0.5700111522560521,0.5570901164942998
5.5,Region II - Cagayan Valley,2,101656.17,101656.17,78526.0,125570.0,12000.0,12000.0,7110.0,21400.0,39690.0,39690.0,29690.0,58320.0,33005.78,27589.83,21774.33,38349.67,61575.25,47739.0,36382.17,73416.67,0.110345109544357,0.07886310062774632,0.5526126564681426,0.5444981378849961
5.5,Region III - Central Luzon,3,133769.5,133769.5,103570.75,170834.28,16960.0,16960.0,11167.5,26905.5,66674.0,66674.0,44552.5,92857.5,44871.37,42766.75,31585.65,53283.75,71823.57,65128.33,46580.0,87462.29,0.20478836093579525,0.12119845964444914,0.6001060337404094,0.5654329575394439
5.5,Region IVA - CALABARZON,4,133865.0,133865.0,107484.0,172435.0,17732.0,17732.0,9420.0,30160.0,57810.0,57810.0,37500.0,85950.0,44578.79,40123.0,30170.83,53528.67,74397.32,59675.0,39426.67,90620.67,0.18833677880542132,0.1079220031399975,0.5918329047943811,0.5588677546209767
5.5,Region IVB - MIMAROPA,17,95838.5,95838.5,73208.0,124136.5,10145.0,10145.0,5404.5,17091.25,31970.0,31970.0,20450.5,50722.5,30545.78,25800.88,18835.21,34658.72,54689.18,38961.25,29525.33,58455.21,0.09921279451754567,0.05749314574110816,0.5470144667648813,0.5339307029566907
5.5,Region IX - Zamboanga Peninsula,9,90947.0,90947.0,70364.25,127688.25,9185.0,9185.0,5132.25,15893.75,25415.0,25415.0,15855.0,43845.0,28076.61,23084.25,17004.06,32415.17,47899.8,35153.17,25142.12,53081.0,0.08230769321718148,0.04822214829817472,0.5385132732750851,0.5293461980890674
5.5,Region V- Bicol,5,91056.0,91056.0,72633.5,118751.75,9087.5,9087.5,4358.5,16788.5,34018.5,34018.5,20554.5,52785.0,30372.1,24385.71,19270.21,33720.58,54747.27,37761.67,28264.46,53374.17,0.09040644539851347,0.0545726968239126,0.5425859527637273,0.532486542028059
5.5,Region VI - Western Visayas,6,114801.0,114801.0,93834.0,140385.5,13510.0,13510.0,8110.0,22840.0,40460.0,40460.0,25390.0,68209.0,36439.11,32044.46,24322.33,43351.79,63387.94,50485.83,36883.92,72187.5,0.13806547315870316,0.08555042177283068,0.5665526010154129,0.5478050157619141
5.5,Region VII - Central Visayas,7,110311.0,110311.0,85292.0,140275.0,13500.0,13500.0,8300.5,22160.0,49800.0,49800.0,32620.0,81700.0,36831.8,32367.83,24968.58,45352.92,66598.92,55958.17,40164.17,79931.75,0.14007774667681155,0.09887315925388737,0.5675645279023263,0.5543931046064999
5.5,Region VIII - Eastern Visayas,8,98457.62,98457.62,78698.5,125999.25,9627.0,9627.0,4589.0,16599.25,31792.5,31792.5,20561.0,54502.5,32490.08,25880.79,19463.67,35349.38,56060.11,40762.17,29906.0,61734.25,0.09971006011680361,0.0618775926841681,0.5472645303995204,0.5360988103772807
5.5,Region X - Northern Mindanao,10,93117.34,93117.34,73557.75,123010.25,11963.0,11963.0,6200.0,21921.0,33889.0,33889.0,20047.5,61850.0,32495.48,25735.83,18873.42,38317.46,59700.57,43284.58,30661.25,63274.46,0.09880800003335435,0.06801854998024112,0.5468109047647152,0.5391355115293421
5.5,Region XI - Davao,11,86463.75,86463.75,69104.5,108020.75,9732.5,9732.5,5200.0,16321.0,28908.0,28908.0,18495.0,46807.5,27964.35,23116.67,18079.5,32663.96,51750.85,40483.33,29257.33,58573.71,0.08250943706310743,0.061198740105706646,0.5386147256969972,0.5357631180238406
5.5,Region XII - SOCCSKSARGEN,12,90028.5,90028.5,69448.5,117854.0,10564.0,10564.0,5870.0,20285.0,26700.0,26700.0,17384.0,42533.0,29445.45,23942.83,17684.19,32739.5,52288.86,34778.33,26480.83,53563.33,0.08765048258285393,0.04730957800513751,0.5412000413320046,0.528894932410673
5.5,Region XIII - Caraga,16,101301.12,101301.12,82110.12,128078.0,11243.0,11243.0,5685.0,18202.75,32500.5,32500.5,18655.0,50217.0,31728.96,26571.67,19680.71,36613.38,56108.49,39798.5,29992.58,58880.73,0.10400928245712804,0.059531480704947175,0.5494265121777642,0.5349386588558361
