family_size,region_name,region,food_mean,food_median,food_q1,food_q3,transportation_mean,transportation_median,transportation_q1,transportation_q3,housing_mean,housing_median,housing_q1,housing_q3,monthly_mean,monthly_median,monthly_q1,monthly_q3,monthly_income_mean,monthly_income_median,monthly_income_q1,monthly_income_q3,col_index,income_index,col_index_custom,income_index_custom
6.0,Bangsamoro Autonomous Region in Muslim Mindanao,19,95833.0,95833.0,77100.75,125231.88,7620.0,7620.0,4760.0,11686.25,21810.0,21810.0,15742.5,31685.0,24435.16,22300.0,18572.62,28340.14,36634.11,32066.67,25918.0,40565.46,0.07742744611146204,0.040707880318611785,0.5360591072700079,0.5256303953029074
6.0,Cordillera Administrative Region,14,110288.5,110288.5,88010.88,142910.25,11025.0,11025.0,5697.5,20510.0,40814.0,40814.0,26042.5,65662.5,34743.01,30808.58,23737.85,41982.58,65395.91,49690.83,38026.04,73874.38,0.1303748135565144,0.08361494694900029,0.5626851420643709,0.5468479241646366
6.0,National Capital Region,13,160030.0,160030.0,135586.75,207826.0,19400.0,19400.0,11338.0,35340.0,87510.0,87510.0,66600.0,130800.0,59475.14,51773.29,41092.17,68952.67,93214.48,75200.0,54493.33,108996.0,0.26083444415867874,0.14571853979404406,0.6282903426870047,0.5775581282659246
6.0,Region I - Ilocos Region,1,123239.0,123239.0,90911.0,175564.76,15954.0,15954.0,9350.0,26760.0,45820.0,45820.0,30840.0,67920.0,40441.99,36070.33,25228.0,51072.0,76467.18,60227.5,41453.33,88958.67,0.16311774018516503,0.10926709727857145,0.5791508200716576,0.5595329031838645
6.0,Region II - Cagayan Valley,2,93177.0,93177.0,72277.0,125974.0,11920.0,11920.0,6730.0,20800.0,40100.0,40100.0,27250.0,60780.0,31870.53,27102.17,20736.67,37035.83,63305.02,47250.0,33622.42,66266.67,0.10731048881936478,0.0776726010191261,0.5510866142698183,0.5439094362610103
6.0,Region III - Central Luzon,3,131430.5,131430.5,102783.75,171554.9,15871.0,15871.0,9525.0,26456.75,59845.0,59845.0,41214.5,88352.5,44542.11,39692.75,29568.0,53508.49,72134.96,59585.83,41815.0,85875.0,0.1856594102147477,0.10770491346699002,0.5904865166226445,0.5587604038565374
6.0,Region IVA - CALABARZON,4,134333.0,134333.0,108446.0,179375.5,18200.0,18200.0,9795.0,33731.0,55710.0,55710.0,39855.0,81786.5,46676.4,40615.0,30116.12,54785.54,77852.46,59394.33,42270.83,86995.83,0.19139840657209514,0.10723869531760194,0.5933725282237696,0.5585298591510297
6.0,Region IVB - MIMAROPA,17,96290.0,96290.0,76975.5,120312.71,10345.0,10345.0,5336.0,17155.25,28877.5,28877.5,18791.25,44807.5,29330.4,24555.21,19396.44,34366.79,49646.2,37059.33,27806.17,53372.92,0.0914612135010566,0.05286280828583833,0.5431163718110471,0.5316410027671384
6.0,Region IX - Zamboanga Peninsula,9,104808.0,104808.0,81751.0,135859.0,10320.0,10320.0,5442.5,18587.0,28750.0,28750.0,16854.0,46765.0,31531.67,25431.67,19595.5,37190.33,53380.04,39113.33,28908.92,57394.17,0.09691526690020083,0.05786339355394859,0.5458590920364981,0.5341137903656391
6.0,Region V- Bicol,5,93323.25,93323.25,75560.12,122250.0,9480.0,9480.0,4647.5,16298.0,30205.0,30205.0,18995.0,47685.0,28911.01,24254.25,19268.09,33339.08,48802.95,36503.5,28441.67,52954.83,0.08958839339402783,0.05150960706404003,0.5421745728937529,0.5309718452545412
6.0,Region VI - Western Visayas,6,115485.0,115485.0,90638.0,138296.0,13634.0,13634.0,8060.0,22590.0,36412.0,36412.0,24360.0,60120.0,35195.45,30311.33,23257.33,40736.5,60805.61,46212.67,32813.33,70146.83,0.1272805159813547,0.07514715938515881,0.561129089726437,0.5426606062904393
6.0,Region VII - Central Visayas,7,101356.1,101356.1,75833.27,132221.0,12750.0,12750.0,7060.0,23240.0,41520.0,41520.0,27770.0,67010.0,34414.74,29249.5,21958.67,40495.0,64332.95,49555.67,34016.5,76705.0,0.12067293831573012,0.08328589188335384,0.5578062882101208,0.5466852065542114
6.0,Region VIII - Eastern Visayas,8,100100.32,100100.32,80149.5,126713.0,9716.0,9716.0,4237.5,16925.0,31080.0,31080.0,20195.0,51690.0,31704.66,25662.0,19489.25,34887.56,55006.48,38298.33,28700.5,60180.75,0.09834856918373333,0.05587922753958157,0.5465798673708295,0.5331326209923294
6.0,Region X - Northern Mindanao,10,93203.0,93203.0,73046.0,121130.0,11660.0,11660.0,6168.0,20400.0,32740.0,32740.0,20360.0,54520.0,31306.3,25134.5,19273.67,35916.75,58543.2,42135.83,29933.33,63841.67,0.0950660312834885,0.06522184972379436,0.5449291532265156,0.5377525442684961
6.0,Region XI - Davao,11,89416.25,89416.25,71602.25,112351.25,10250.0,10250.0,5352.5,16995.0,27720.0,27720.0,18609.0,46970.0,27645.93,23482.42,17951.46,32155.83,52294.59,39801.17,28499.17,61792.46,0.0847854337209549,0.059537980978883805,0.5397592729923201,0.5349418732389364
6.0,Region XII - SOCCSKSARGEN,12,93826.9,93826.9,73094.0,123950.0,11930.0,11930.0,6256.5,21520.0,28195.0,28195.0,18452.5,45420.0,28675.6,24813.54,17914.75,35237.23,47570.07,36753.42,25590.42,55580.96,0.0930687547631803,0.05211805218098555,0.5439247679909536,0.5312727211438388
6.0,Region XIII - Caraga,16,101346.0,101346.0,81646.71,128836.0,10920.0,10920.0,5618.0,18242.0,29640.0,29640.0,19144.0,47287.0,31712.65,25602.83,20090.25,35085.83,56997.15,38327.5,28722.17,56140.83,0.09798036488504616,0.05595024364097922,0.5463947057482341,0.5331677384286723
6.5,Bangsamoro Autonomous Region in Muslim Mindanao,19,101704.0,101704.0,85044.88,125748.62,8365.0,8365.0,4170.0,13277.5,21923.0,21923.0,16382.5,32274.5,26053.94,23630.79,19931.46,29094.52,39417.96,34603.33,28812.5,44936.79,0.08570871362286833,0.04688353008794214,0.54022356959439,0.5286842518703917
6.5,Cordillera Administrative Region,14,121454.5,121454.5,96993.5,152951.63,11822.5,11822.5,6612.5,21772.5,40535.0,40535.0,27562.5,72364.5,37875.75,33360.08,26299.38,43664.42,76095.35,58443.25,40516.67,87027.38,0.146252340480637,0.10492323444282378,0.5706695916173888,0.5573848645895974
6.5,National Capital Region,13,174735.6,174735.6,146679.0,217780.25,20270.0,20270.0,11963.0,33529.0,91800.0,91800.0,69500.0,129165.0,61375.5,56413.0,44326.8,71121.25,98453.1,85250.0,61960.0,118443.25,0.2897065274215127,0.17018586303869257,0.6428094610235254,0.5896572107220744
6.5,Region I - Ilocos Region,1,117721.32,117721.32,96130.5,163475.25,14035.0,14035.0,8012.5,22872.5,42165.0,42165.0,31445.0,63714.0,38028.69,33802.75,26364.54,43590.88,73760.01,55570.08,43025.33,91679.75,0.14900699650395713,0.09792833104711965,0.5720548458927698,0.5539258874014843
6.5,Region II - Cagayan Valley,2,107544.4,107544.4,85466.0,132360.0,13340.0,13340.0,6800.0,22800.0,42600.0,42600.0,28480.0,56730.0,33186.47,28491.67,22742.0,38683.0,61855.96,46513.33,37120.0,66101.67,0.11595709813195279,0.07587913405249574,0.5554347987314755,0.5430225674975305
6.5,Region III - Central Luzon,3,142836.0,142836.0,115102.75,180499.75,17260.0,17260.0,10536.0,32235.0,64560.0,64560.0,42382.5,95215.0,46957.11,42738.5,33631.92,53526.42,78198.32,65840.83,47049.75,86867.5,0.20461256625203808,0.12293308330731603,0.600017630565856,0.5662907283105889
6.5,Region IVA - CALABARZON,4,142430.0,142430.0,121007.0,182433.0,17300.0,17300.0,11440.0,31390.0,63900.0,63900.0,44470.0,89580.0,47383.89,44652.58,33186.96,55383.67,77640.44,65573.83,51399.17,93956.67,0.21652354282853212,0.12228305591365221,0.6060073915693601,0.5659692900005598
6.5,Region IVB - MIMAROPA,17,101749.0,101749.0,79391.0,127872.75,10305.0,10305.0,6582.5,20815.0,31098.0,31098.0,19741.0,51210.0,31637.02,26240.33,19694.46,37351.92,57504.82,41405.17,30143.75,57521.25,0.10194741305832783,0.06344301445992023,0.5483896446430211,0.536872910876714
6.5,Region IX - Zamboanga Peninsula,9,101820.25,101820.25,82290.0,136257.12,10128.0,10128.0,5206.0,17182.5,27060.0,27060.0,16702.5,44250.0,30368.06,26002.04,19244.5,35347.17,51585.77,38974.42,28709.29,55223.83,0.1004645771223101,0.05752520889007653,0.547643959954019,0.5339465581722078
6.5,Region V- Bicol,5,99797.0,99797.0,77249.25,124886.38,8602.5,8602.5,4457.5,18079.0,32140.0,32140.0,21681.5,50577.5,31329.17,25650.5,20041.62,33847.27,51512.5,39630.75,31571.9,56876.58,0.09827700674609766,0.05912308334432132,0.5465438802378255,0.5347367065093666
6.5,Region VI - Western Visayas,6,128645.5,128645.5,105646.31,164747.25,16549.0,16549.0,10140.0,25192.5,43671.0,43671.0,30313.5,69347.5,40466.3,36276.17,28260.54,46408.69,72744.7,59074.25,41946.67,83686.62,0.16439864559063685,0.10645944150425396,0.5797949584592701,0.5581445184234113
6.5,Region VII - Central Visayas,7,116632.5,116632.5,86454.0,149933.0,12944.0,12944.0,7518.0,23440.0,46572.0,46572.0,33950.0,74550.0,38317.29,32586.08,23614.5,46567.97,75342.34,59766.0,40827.83,87320.0,0.14143587728672327,0.1081435480569391,0.568247501100424,0.558977308501923
6.5,Region VIII - Eastern Visayas,8,105801.0,105801.0,84495.38,132196.92,9560.0,9560.0,4522.5,16378.5,31000.0,31000.0,20565.0,44740.0,31174.02,26982.0,21175.93,35214.5,57711.57,41650.0,30498.08,61043.58,0.10656269246017536,0.06403906766887421,0.550710564376506,0.5371676589720114
6.5,Region X - Northern Mindanao,10,98930.0,98930.0,79296.0,124986.66,11960.0,11960.0,5890.0,21900.0,40100.0,40100.0,21968.0,65130.0,35457.31,27854.67,20281.24,38397.92,66348.42,45196.17,33195.42,68472.5,0.11199316136900311,0.0726724296261354,0.5534414244946452,0.5414368533236059
6.5,Region XI - Davao,11,86902.0,86902.0,71468.5,111374.25,9200.0,9200.0,5260.0,15870.0,27732.0,27732.0,18800.0,48145.0,28172.58,23162.83,18351.08,29826.17,51173.91,39143.0,29608.67,58344.58,0.08279668246495636,0.05793562693510965,0.5387591749195594,0.5341495097463828
6.5,Region XII - SOCCSKSARGEN,12,100698.0,100698.0,84291.0,135468.0,12725.0,12725.0,7540.0,22108.0,32490.0,32490.0,20880.0,56456.0,32954.83,25901.33,21198.35,40884.5,56717.98,42875.83,29444.5,61277.5,0.09983787685324158,0.06702342377364909,0.5473288065483815,0.5386434219816852
6.5,Region XIII - Caraga,16,109309.0,109309.0,82128.0,138764.25,9750.0,9750.0,5555.0,20745.0,31320.0,31320.0,17845.0,51750.0,32967.5,27786.5,19808.04,37112.5,54127.79,39235.0,29295.0,61177.17,0.11156895168434022,0.05815960641157807,0.5532280990288293,0.5342602675161306
7.0,Bangsamoro Autonomous Region in Muslim Mindanao,19,101336.5,101336.5,80455.0,134423.0,7140.0,7140.0,4190.0,11560.0,21600.0,21600.0,16180.0,31900.0,25764.5,23316.5,19282.17,30059.39,39083.9,33835.5,27002.5,43928.33,0.0837529433163888,0.04501420224645573,0.5392400568959702,0.5277598699318539
7.0,Cordillera Administrative Region,14,121738.0,121738.0,90201.0,153131.5,11340.0,11340.0,6380.0,20430.0,43110.0,43110.0,27600.0,67320.0,37302.25,32149.33,25622.17,43292.83,69973.95,53970.83,41636.0,74820.83,0.13871806036173384,0.09403486172383566,0.5668807723752503,0.5520005682355144
7.0,National Capital Region,13,186755.88,186755.88,155171.29,238188.0,21030.0,21030.0,11296.0,35295.0,92053.5,92053.5,69642.0,128310.0,64615.79,57404.42,45838.87,73581.37,102692.36,85719.33,63685.83,118646.5,0.29587595628418706,0.17132847486142003,0.6459119274063798,0.5902222318533327
7.0,Region I - Ilocos Region,1,132291.0,132291.0,105891.0,185456.0,17995.0,17995.0,9790.0,28670.0,46860.0,46860.0,30500.0,74540.0,43164.08,38950.33,28056.83,53917.75,79449.54,67290.0,46270.0,96960.5,0.18103946369740218,0.12646117393681325,0.5881632499022246,0.5680353678452136
7.0,Region II - Cagayan Valley,2,111446.5,111446.5,83512.3,145885.0,12635.0,12635.0,8007.5,23883.75,41050.0,41050.0,29725.0,59722.5,35413.01,31382.75,22769.81,40589.58,66040.81,50740.0,35981.25,80197.29,0.13394777049714676,0.08616921376776523,0.5644819013823628,0.5481110081786186
7.0,Region III - Central Luzon,3,147362.0,147362.0,113774.12,181705.0,16900.0,16900.0,10865.0,26232.5,60985.0,60985.0,41362.5,87770.0,45944.21,42010.83,31753.88,55073.31,72982.91,63138.33,46127.92,86941.25,0.20008440633948613,0.11635368618605607,0.5977405212551586,0.5630372188242461
7.0,Region IVA - CALABARZON,4,150149.75,150149.75,123779.25,201120.88,19610.0,19610.0,9836.0,33632.0,57680.0,57680.0,41617.5,84180.0,52822.61,43265.42,33548.6,62770.62,83834.42,65500.42,45371.58,96165.12,0.2078914949162978,0.12210433489878758,0.6016665297069402,0.5658809125236338
7.0,Region IVB - MIMAROPA,17,103579.0,103579.0,81143.5,126492.0,11700.0,11700.0,5818.0,18600.0,31440.0,31440.0,20010.0,51230.0,32275.28,26894.83,20102.0,36101.5,53379.05,41180.0,29531.67,59405.0,0.10602024918289699,0.06289482469126378,0.5504377819083357,0.5366018312352561
7.0,Region IX - Zamboanga Peninsula,9,104901.0,104901.0,82286.0,134423.0,10221.0,10221.0,5505.0,16747.5,27339.5,27339.5,16677.25,42347.5,31232.98,26035.75,19422.62,35763.67,54379.3,39820.83,27899.29,54904.0,0.10067434840689257,0.05958584441918131,0.5477494491934595,0.534965541692776
7.0,Region V- Bicol,5,99388.5,99388.5,79129.5,125374.0,10220.0,10220.0,4557.5,18192.5,31147.0,31147.0,20184.5,46200.5,29472.68,25647.5,19223.83,33745.92,49447.34,38832.08,30407.01,52844.17,0.09825833828410574,0.057178673687027455,0.5465344922900853,0.5337751966401871
7.0,Region VI - Western Visayas,6,122306.0,122306.0,99893.0,150469.0,13590.0,13590.0,8400.0,24370.0,36690.0,36690.0,23380.0,60380.0,37555.12,31495.0,25531.67,42127.83,64222.52,47900.83,34840.0,70933.0,0.13464628211667753,0.07925708539597334,0.564833167093641,0.5446929632097601
7.0,Region VII - Central Visayas,7,110730.0,110730.0,83339.5,141411.0,13890.0,13890.0,7800.0,22611.5,41355.0,41355.0,26265.0,69807.5,36233.95,31069.46,22894.25,42901.21,74463.19,54226.75,37850.83,87927.17,0.1319982230113312,0.09465791419794217,0.5635015179998564,0.5523086674576216
7.0,Region VIII - Eastern Visayas,8,104305.0,104305.0,83663.0,128945.0,9610.0,9610.0,4570.0,17180.0,31416.0,31416.0,21158.0,52100.0,33750.59,26058.71,20324.0,35701.92,58303.3,39785.21,30420.0,60710.33,0.10081722436933735,0.05949912540883558,0.547821298286831,0.5349226591736628
7.0,Region X - Northern Mindanao,10,99043.0,99043.0,78940.0,127676.0,11400.0,11400.0,6700.0,22620.0,30680.0,30680.0,19986.0,55458.0,32832.46,25554.83,20167.58,37147.5,58528.24,43317.17,31273.33,66450.0,0.09768166949317555,0.06809789227522053,0.5462444985843914,0.5391747462653864
7.0,Region XI - Davao,11,96552.0,96552.0,78272.0,120856.0,10520.0,10520.0,5400.0,16500.0,29870.0,29870.0,19550.0,46040.0,28615.31,25039.0,19307.17,33068.67,53898.16,41589.17,30892.67,61258.0,0.09447175191007925,0.0638909734128571,0.5446303035567868,0.5370944264162096
7.0,Region XII - SOCCSKSARGEN,12,97846.25,97846.25,78806.75,133151.0,11468.0,11468.0,5990.0,20186.0,26645.0,26645.0,16998.0,42084.0,32493.13,24978.75,18284.52,35273.02,52801.77,36881.42,26308.54,52082.62,0.09409682696507499,0.05242967580041987,0.5444417622730049,0.5314268189104445
7.0,Region XIII - Caraga,16,111025.0,111025.0,86732.3,134614.2,10600.0,10600.0,5851.0,17128.0,27870.0,27870.0,17940.0,45240.0,30979.8,26912.83,20448.33,35041.17,51711.33,40144.17,29874.83,58021.67,0.10613225995484848,0.060373034896586734,0.5504941095947767,0.5353548070978876
7.5,Bangsamoro Autonomous Region in Muslim Mindanao,19,117071.0,117071.0,88580.75,159984.06,7260.0,7260.0,4397.5,10490.0,22300.0,22300.0,15115.0,38141.5,29642.72,26124.08,20317.08,35609.65,48000.6,37683.17,30481.4,52526.92,0.10122401015614116,0.054381583901056386,0.5480258616680893,0.5323920367571329
7.5,Cordillera Administrative Region,14,135008.08,135008.08,105026.75,157612.5,10532.0,10532.0,5033.75,22470.0,40320.0,40320.0,26075.5,66187.5,40833.56,35275.08,26790.92,46504.46,81243.6,58626.17,42539.38,91563.75,0.1581690420521419,0.10536856407147166,0.5766622315915332,0.5576050799291873
7.5,National Capital Region,13,192526.0,192526.0,168741.5,257419.5,23368.0,23368.0,11863.0,40620.0,95814.0,95814.0,71645.0,135270.0,67759.84,61173.39,48545.29,77794.47,109942.76,98622.83,70665.0,123857.42,0.31932958068207473,0.2027428137158799,0.6577062252044742,0.6057566110048679
7.5,Region I - Ilocos Region,1,142657.5,142657.5,105673.25,204604.25,16960.0,16960.0,9162.5,29975.0,52785.0,52785.0,30458.0,65137.5,48507.62,41268.67,29796.5,53540.12,97960.77,75790.0,56050.08,110433.75,0.19546607775551325,0.14715492991487417,0.5954180681568761,0.5782684226588727
7.5,Region II - Cagayan Valley,2,108655.0,108655.0,89340.75,137402.75,15055.0,15055.0,8600.0,23637.5,41070.0,41070.0,24580.0,57925.5,33922.33,30672.58,23789.15,38930.12,66365.02,50099.0,40493.21,74673.21,0.12952850994621432,0.08460866111106677,0.5622595551001497,0.5473393154567885
7.5,Region III - Central Luzon,3,171273.25,171273.25,127344.0,203514.0,21830.0,21830.0,12480.0,31310.0,64000.0,64000.0,45770.0,95460.0,52536.92,48960.67,36412.96,63228.67,83850.95,76284.0,57195.83,103216.67,0.24333201430277993,0.14835760232112855,0.619488766162682,0.5788631437268665
7.5,Region IVA - CALABARZON,4,159175.0,159175.0,116565.38,192073.5,17685.0,17685.0,8625.0,31712.0,60465.0,60465.0,43442.5,81947.5,49982.48,43132.92,34183.33,59365.46,83987.79,70877.33,51050.42,93721.83,0.2070669711783216,0.13519474236419882,0.6012518953484158,0.5723541142598823
7.5,Region IVB - MIMAROPA,17,107539.0,107539.0,85888.0,130994.25,10450.0,10450.0,6932.5,20110.0,29863.0,29863.0,22017.5,56055.0,32150.18,27312.83,22339.58,39428.5,56027.71,41246.0,34479.0,65162.17,0.10862138822043699,0.06305550562003459,0.5517458359601333,0.5366812878961622
7.5,Region IX - Zamboanga Peninsula,9,105934.0,105934.0,86571.0,126811.0,9600.0,9600.0,4900.0,15410.0,23580.0,23580.0,15150.0,40000.0,33026.74,24520.83,19562.17,33291.08,54848.64,36406.67,27944.17,51124.17,0.09124727292662929,0.051273868665057,0.5430087859299447,0.5308552727018816
7.5,Region V- Bicol,5,101781.25,101781.25,81015.62,135349.38,9795.0,9795.0,4364.5,18608.0,35090.0,35090.0,21750.0,55012.5,32227.35,26822.17,19779.79,34572.83,55522.49,41327.08,30050.83,57916.46,0.10556809903345282,0.06325289970647005,0.5502104058140687,0.5367788992001965
7.5,Region VI - Western Visayas,6,134473.0,134473.0,106438.0,162023.0,16412.0,16412.0,8600.0,25917.0,43280.0,43280.0,25450.0,70470.0,40061.72,35251.83,26348.33,48283.53,68511.51,57688.33,36962.33,79332.33,0.1580243614717046,0.10308533676482876,0.5765894749965468,0.5564760248554882
7.5,Region VII - Central Visayas,7,118495.0,118495.0,93880.75,154209.5,15760.0,15760.0,10395.0,28030.0,42510.0,42510.0,29155.0,61400.0,39533.96,32327.58,26934.58,43690.33,73227.89,60993.67,43117.5,86421.83,0.13982727814508672,0.11113238375124332,0.5674385729368123,0.5604552866669917
7.5,Region VIII - Eastern Visayas,8,109145.0,109145.0,87858.5,140252.0,10110.0,10110.0,4115.0,18973.0,30650.0,30650.0,20620.0,54317.0,34960.87,26900.17,21199.48,38417.5,61593.89,41600.83,30739.5,63878.33,0.1060534790452426,0.06391936037693993,0.5504544924553132,0.5371084637596364
7.5,Region X - Northern Mindanao,10,101068.0,101068.0,83735.4,140658.88,12070.0,12070.0,7000.0,19028.0,30320.0,30320.0,20125.0,53210.0,34767.3,26923.17,20830.54,40269.46,63543.58,43918.33,32851.67,68638.25,0.10619660392051392,0.0695614520803701,0.5505264667213212,0.5398984760573605
7.5,Region XI - Davao,11,98023.0,98023.0,82357.0,123809.5,11600.0,11600.0,5280.0,19490.0,29700.0,29700.0,19830.0,49300.0,30619.02,25555.83,19821.83,36802.67,57119.75,49441.67,32781.83,74586.67,0.09768789231383951,0.08300835209729512,0.5462476279003048,0.5465479632308282
7.5,Region XII - SOCCSKSARGEN,12,99496.0,99496.0,77858.0,118734.0,9350.0,9350.0,6530.0,18980.0,23740.0,23740.0,16320.0,39050.0,29301.47,23496.5,19187.0,29817.17,47945.77,37625.0,25446.17,51571.33,0.08487305103590362,0.05423996557338066,0.5398033337603807,0.5323220065455434
7.5,Region XIII - Caraga,16,116265.0,116265.0,91574.75,147276.0,12066.0,12066.0,5710.0,20082.0,30490.0,30490.0,19890.0,50526.0,33741.43,29482.33,22415.08,38683.67,52247.39,43600.0,30878.5,62344.0,0.12212179765092257,0.06878645874619407,0.5585348868342357,0.5395152421351449
8.0,Bangsamoro Autonomous Region in Muslim Mindanao,19,106886.0,106886.0,85642.0,144428.88,7685.0,7685.0,4550.0,12000.0,22000.0,22000.0,15750.0,33250.0,27245.74,24649.17,19777.17,32021.0,40859.84,36422.33,28116.67,45582.0,0.09204590973064333,0.051311993867247184,0.5434104023342694,0.5308741256005148
8.0,Cordillera Administrative Region,14,135517.0,135517.0,104955.0,175965.25,10080.0,10080.0,5280.0,20470.0,38000.0,38000.0,25502.5,61675.0,40397.08,33653.83,26627.5,47542.33,76178.36,53505.33,43560.0,88998.33,0.14808029405067855,0.09290157426409595,0.5715888281669476,0.5514401579983663
8.0,National Capital Region,13,204702.0,204702.0,172348.5,264110.0,21400.0,21400.0,11604.0,39433.0,95290.0,95290.0,72365.0,142656.0,69736.94,62630.17,50592.25,81194.75,105863.21,91371.5,69894.42,125243.33,0.3283948613689347,0.18508901918218668,0.6622649500407845,0.5970268160211114
8.0,Region I - Ilocos Region,1,134495.0,134495.0,104336.0,192976.19,15010.0,15010.0,8660.0,25968.0,49649.0,49649.0,29007.5,66750.0,42924.39,38238.0,26901.17,56361.08,83247.15,74089.17,41970.62,109979.25,0.17660676185383553,0.14301415803485473,0.5859341442976385,0.5762208124684356
8.0,Region II - Cagayan Valley,2,119409.5,119409.5,96739.75,154031.0,14387.5,14387.5,8925.0,27397.5,41085.0,41085.0,28785.0,63537.5,40430.81,32301.08,23519.0,44854.1,86653.51,54665.58,39382.92,85326.67,0.13966237339749146,0.09572627195510128,0.5673556460651075,0.5528369699804307
8.0,Region III - Central Luzon,3,168946.0,168946.0,129556.88,219828.9,19500.0,19500.0,10950.0,32460.0,67830.0,67830.0,43605.0,105815.0,52903.61,49147.08,34909.54,66949.62,87207.05,74165.83,50272.5,108881.67,0.24449201030275083,0.14320079136818156,0.6200721019420973,0.5763131025839667
8.0,Region IVA - CALABARZON,4,157769.25,157769.25,124359.0,195229.81,16080.0,16080.0,10542.5,31552.5,58865.0,58865.0,37432.5,82635.0,49131.98,42286.67,33873.29,56422.96,80388.8,63476.67,45642.92,92180.08,0.20180090919143592,0.11717739505636396,0.5986037117567085,0.5634445425613818
8.0,Region IVB - MIMAROPA,17,113531.0,113531.0,91681.0,144225.0,9910.0,9910.0,6380.0,18820.0,30520.0,30520.0,18900.0,45720.0,32393.25,27472.0,22969.33,37742.67,55010.27,41060.83,31506.67,61600.0,0.10961187458552127,0.06260469823245138,0.5522439291740677,0.5364583638067686
8.0,Region IX - Zamboanga Peninsula,9,113378.0,113378.0,89543.12,141025.75,9396.0,9396.0,4047.5,17067.5,26490.0,26490.0,16775.0,47090.0,31216.34,27325.08,20494.33,36637.96,52623.1,42338.75,31956.92,58991.17,0.10869761777357062,0.06571587054297884,0.5517841700800723,0.5379968373841182
8.0,Region V- Bicol,5,109173.0,109173.0,85976.0,141253.5,10400.0,10400.0,4550.0,18040.0,31020.0,31020.0,19060.0,49740.0,31987.81,27011.0,20993.83,37619.42,52885.29,42652.5,32283.33,60699.33,0.10674315425943054,0.06647971359452198,0.5508013145379944,0.5383745574956224
8.0,Region VI - Western Visayas,6,142624.0,142624.0,110154.0,177813.5,14124.0,14124.0,7800.0,25241.5,40720.0,40720.0,26830.0,66982.5,41825.03,36274.92,26653.17,52215.33,72460.63,60666.92,39327.62,87037.38,0.16439086706480688,0.1103368914258514,0.5797910468143783,0.5600619160010667
8.0,Region VII - Central Visayas,7,120906.0,120906.0,92112.0,157788.62,13894.0,13894.0,7035.0,23222.5,43928.5,43928.5,24195.0,74350.0,37687.98,31840.33,23838.79,44511.03,70453.53,56869.42,39195.42,86572.5,0.13679520877656673,0.10109165162271183,0.5659138137580124,0.5554901482769643
8.0,Region VIII - Eastern Visayas,8,108749.0,108749.0,91427.06,140080.32,10775.0,10775.0,5299.25,16850.5,34440.0,34440.0,22516.0,53055.0,35288.98,27334.58,22092.73,38561.83,64220.41,43654.08,32244.42,66073.33,0.10875673456987836,0.06891811972540507,0.5518138985812495,0.5395803484415358
8.0,Region X - Northern Mindanao,10,108289.5,108289.5,87777.5,137944.0,12700.0,12700.0,6096.0,20870.0,32704.0,32704.0,20440.0,60120.0,34102.14,28431.67,21176.25,42341.33,60494.49,47375.0,32271.67,68787.0,0.11558372889211452,0.07797692095997993,0.555247039776672,0.5440599223612111
8.0,Region XI - Davao,11,104591.38,104591.38,80360.75,133021.25,10045.0,10045.0,5117.5,19874.25,27073.0,27073.0,17520.0,46587.0,30303.58,25693.42,18959.04,38559.54,57978.06,43815.08,30256.75,70653.08,0.0985440902089953,0.06931008380922482,0.5466781904768283,0.5397741745385946
8.0,Region XII - SOCCSKSARGEN,12,103345.5,103345.5,79955.75,130427.5,12654.0,12654.0,6621.5,20328.75,25813.0,25813.0,19852.5,36323.0,30181.51,24640.5,20514.08,32884.79,49054.92,38837.5,26911.83,54127.58,0.09199195787548672,0.057191868999662866,0.5433832711653003,0.5337817217174918
8.0,Region XIII - Caraga,16,112903.75,112903.75,94765.5,149776.25,11978.0,11978.0,5795.0,18925.0,28610.0,28610.0,19127.5,50002.0,36069.65,28485.75,22077.42,37628.0,64535.46,44670.92,32109.71,61768.08,0.1159202590336221,0.07139367723466758,0.5554162731812682,0.5408045107305619
8.5,Bangsamoro Autonomous Region in Muslim Mindanao,19,100842.0,100842.0,85045.0,129918.0,6600.0,6600.0,4150.0,10760.0,23880.0,23880.0,17400.0,35790.0,25520.02,25055.08,20039.33,30538.67,39965.79,39685.0,28500.0,46807.5,0.09457181486635594,0.05925515819865188,0.5446806229566741,0.5348020174768537
8.5,Cordillera Administrative Region,14,141401.0,141401.0,112543.01,182825.75,11686.0,11686.0,6397.5,16757.0,39636.0,39636.0,28994.5,73775.0,42219.89,37062.92,29712.04,45184.54,87567.08,62641.25,45510.83,93004.67,0.16929444974801622,0.11514351533645906,0.5822569477541306,0.5624387897787433
8.5,National Capital Region,13,210957.12,210957.12,179240.25,253624.25,24518.0,24518.0,16687.5,37370.5,94870.0,94870.0,73587.5,130762.5,67953.55,65374.21,50897.23,79394.29,108174.11,95828.33,75474.25,135635.88,0.34547053018369833,0.19593943711815154,0.6708519180797666,0.6023923437487773
8.5,Region I - Ilocos Region,1,156653.5,156653.5,116599.38,211725.75,13030.0,13030.0,7826.5,23334.25,61710.0,61710.0,39862.5,87717.5,46831.78,43629.44,35834.38,54767.22,87029.29,85905.5,53379.04,101020.42,0.2101567260943966,0.17178171680853008,0.6028056632857329,0.5904463598315278
