family_size,province_name,income,col,housing,food,transport
3.0,Sarangani,24672.83,16397.58,19944.0,64988.38,7330.0
3.0,Siquijor,38788.33,20968.17,27980.0,70888.0,9885.0
3.0,Sorsogon,25266.67,19194.67,29221.5,73387.75,6506.0
3.0,South Cotabato,34406.0,22651.21,30825.0,74533.0,12505.0
3.0,Southern Leyte,34054.58,23007.93,28103.0,87222.5,9290.0
3.0,Sultan Kudarat,26555.0,18252.42,22720.0,67136.0,8418.0
3.0,Sulu,31805.0,18205.67,12960.0,88547.0,3400.0
3.0,Surigao del Norte,34699.17,20695.92,28699.0,75669.5,8784.0
3.0,Surigao del Sur,27739.17,20740.79,27315.0,82830.5,7594.0
3.0,Tarlac,47076.67,33118.56,49649.0,106700.5,14124.0
3.0,Tawi-Tawi,25533.33,15266.83,29080.0,48585.0,6150.0
3.0,Zambales,43249.5,31803.5,56760.0,95093.0,13080.0
3.0,Zamboanga Sibugay,24894.33,16216.0,20585.0,62889.25,6710.0
3.0,Zamboanga del Norte,25958.75,17660.0,19355.0,73532.5,7498.0
3.0,Zamboanga del Sur,32381.67,21680.58,29460.0,78392.5,7725.0
3.5,Abra,39699.17,26958.33,34555.0,91566.51,10075.0
3.5,Agusan del Norte,36205.54,26053.29,32404.0,84418.2,10915.0
3.5,Agusan del Sur,25877.5,19888.5,19000.0,84738.31,7573.0
3.5,Aklan,46034.83,30012.67,42520.0,86968.0,15420.0
3.5,Albay,34274.17,22063.67,41680.0,70165.0,9100.0
3.5,Antique,32459.08,20430.71,29500.0,71636.5,8148.0
3.5,Apayao,46673.33,26778.17,42628.0,100386.5,11793.0
3.5,Aurora,38485.0,26866.17,40770.0,96609.0,11500.0
3.5,Basilan,29833.33,18528.83,22130.0,78220.5,8100.0
3.5,Bataan,46999.17,30017.75,52716.0,93879.5,14355.0
3.5,Batanes,67730.92,37294.0,61561.0,97172.0,17607.0
3.5,Batangas,53982.08,32186.75,60060.0,83790.92,16650.0
3.5,Benguet,53458.33,33215.33,68130.0,92890.62,12370.0
3.5,Biliran,42182.17,24855.17,34210.0,86325.0,10860.0
3.5,Bohol,38265.67,19922.67,36150.0,68322.0,8200.0
3.5,Bukidnon,29442.5,15092.75,21640.0,55198.0,7354.0
3.5,Bulacan,44707.5,31962.83,49998.0,99424.0,14790.0
3.5,Cagayan,43793.33,24736.17,41620.0,85232.5,9830.0
3.5,Camarines Norte,33892.17,20790.69,33740.0,69119.5,7923.5
3.5,Camarines Sur,31536.67,19204.92,32640.0,67594.0,6000.0
3.5,Camiguin,43631.67,23868.67,43628.0,78995.0,11468.0
3.5,Capiz,35038.0,24608.0,32260.0,90112.0,10170.0
3.5,Catanduanes,34445.0,22781.01,31320.0,87837.0,8800.0
3.5,Cavite,59934.67,34205.67,69300.0,102062.0,14060.0
3.5,Cebu,55250.0,32035.62,52452.0,94142.0,13072.0
3.5,Compostela Valley,31788.5,17643.58,24608.0,63760.0,8633.0
3.5,Davao Oriental,27548.83,16745.42,19062.5,64467.0,6839.0
3.5,Davao del Norte,36857.5,25455.88,38400.0,96770.5,10260.0
3.5,Davao del Sur,33506.67,19884.0,27400.0,68495.0,7800.0
3.5,Dinagat Islands,30649.17,18423.33,26888.0,63735.0,5200.0
3.5,Eastern Samar,31796.67,21560.67,29660.0,86763.0,7385.0
3.5,Guimaras,48321.25,33495.0,49618.5,113421.5,16395.0
3.5,Ifugao,35606.0,20091.58,28870.0,71272.0,9102.0
3.5,Ilocos Norte,60316.5,35271.5,42350.0,128154.0,17980.0
3.5,Ilocos Sur,45317.83,28105.08,50025.0,79626.27,10522.5
3.5,Iloilo,53071.67,28504.08,46404.0,85373.0,13004.0
3.5,Isabela,39750.83,23987.17,39140.0,76797.0,10660.0
3.5,Kalinga,49504.17,29657.75,37602.5,106679.08,10490.0
3.5,La Union,47820.83,28752.83,41750.0,100552.0,11960.0
3.5,Laguna,63305.5,37182.83,57867.0,119538.5,16990.0
3.5,Lanao del Norte,36247.5,21820.0,31515.0,77590.0,8825.0
3.5,Lanao del Sur,31305.58,22532.04,25722.0,103182.88,5030.0
3.5,Leyte,36962.42,24610.17,39427.5,83496.35,9855.0
3.5,Maguindanao,24495.42,20559.25,23360.0,85110.0,7145.0
3.5,Marinduque,38010.17,27516.17,32980.0,99378.0,8465.0
3.5,Masbate,30665.0,18596.17,17700.0,73884.0,6450.0
3.5,Metropolitan Manila,65900.83,42543.25,83910.0,119871.25,16236.0
3.5,Misamis Occidental,33069.5,24935.88,30432.5,93110.75,10215.0
3.5,Misamis Oriental,39577.75,23907.0,41275.0,76284.27,10920.0
3.5,Mountain Province,41347.5,21079.67,25090.0,84525.0,6600.0
3.5,Negros Occidental,46863.95,30001.12,42235.0,100030.25,12365.0
3.5,North Cotabato,35356.67,22925.5,28655.0,82524.5,10298.0
3.5,Northern Samar,37798.17,20338.42,32285.0,72702.59,5535.0
3.5,Nueva Ecija,48904.58,30460.53,51856.0,103219.6,11100.0
3.5,Nueva Vizcaya,39477.0,24924.33,39094.0,83042.0,13852.0
3.5,Occidental Mindoro,32628.75,20612.08,25212.0,75453.5,6990.0
3.5,Oriental Mindoro,34705.83,21433.67,31840.0,65436.0,10560.0
3.5,Palawan,36917.67,22657.5,35870.0,73483.0,9100.0
3.5,Pampanga,65948.75,42290.67,78015.0,127132.45,18510.0
3.5,Pangasinan,36573.33,20495.33,35500.0,75682.0,8944.0
3.5,Quezon,39973.83,28660.83,42134.0,94963.5,9509.0
3.5,Quirino,40379.58,23412.92,35175.0,80331.5,10316.0
3.5,Rizal,53846.33,36674.5,51520.0,122282.0,18480.0
3.5,Romblon,25950.0,19497.75,22730.0,77868.0,6827.0
3.5,Samar,25590.83,18549.5,20350.0,79415.0,4320.0
3.5,Sarangani,28076.67,18273.17,21812.0,72923.0,9370.0
3.5,Siquijor,45933.33,25367.5,32290.0,87405.0,13700.0
3.5,Sorsogon,27877.5,19009.83,25960.0,80045.0,6668.0
3.5,South Cotabato,39756.33,25809.0,36155.0,81204.05,13090.0
3.5,Southern Leyte,34280.33,24427.56,33588.0,85621.0,8690.0
3.5,Sultan Kudarat,28625.83,19722.83,20920.0,73338.0,7700.0
3.5,Sulu,31016.67,19054.5,13800.0,87174.5,3900.0
3.5,Surigao del Norte,41931.67,23360.83,33960.0,81209.0,9680.0
3.5,Surigao del Sur,31170.67,24141.17,34850.0,91192.0,9460.0
3.5,Tarlac,55756.67,37116.5,58494.0,120283.0,15370.0
3.5,Tawi-Tawi,27106.25,16580.5,41317.5,49673.0,6360.0
3.5,Zambales,49031.83,33676.67,64060.0,100964.2,12968.0
3.5,Zamboanga Sibugay,26566.42,18201.23,20510.0,70031.25,7045.5
3.5,Zamboanga del Norte,27967.0,18683.5,19940.0,75558.0,6980.0
3.5,Zamboanga del Sur,34846.67,23568.25,31700.0,81736.0,9200.0
4.0,Abra,39069.33,27065.5,33950.0,101490.5,10205.0
4.0,Agusan del Norte,33573.33,24627.92,32130.0,88810.0,11600.0
4.0,Agusan del Sur,28218.42,21687.58,20065.0,89120.5,8865.0
4.0,Aklan,40550.0,27824.92,36960.0,98146.0,12820.0
4.0,Albay,37293.33,24206.54,39760.0,80062.25,11232.0
4.0,Antique,36380.0,22197.0,27990.0,81271.5,9360.0
4.0,Apayao,38595.83,25339.0,32595.0,104127.75,7417.0
4.0,Aurora,35534.17,24136.96,28525.0,91506.0,10100.0
4.0,Basilan,28316.67,18033.83,21060.0,76136.25,6993.0
4.0,Bataan,49841.67,32806.67,54900.0,106579.5,15550.0
4.0,Batanes,64496.25,30547.5,57549.0,95189.0,15973.5
4.0,Batangas,56425.58,33627.25,57015.0,96606.38,16985.0
4.0,Benguet,56520.67,34424.42,70950.0,90210.0,13308.0
4.0,Biliran,37890.5,23328.42,30631.0,89576.5,10765.0
4.0,Bohol,33873.0,19177.83,31000.0,68920.5,9000.0
4.0,Bukidnon,30595.83,16096.08,22358.0,58094.0,7908.0
4.0,Bulacan,47961.08,31532.98,51480.0,104695.5,14812.0
4.0,Cagayan,40427.5,26437.17,42330.0,90107.0,10360.0
4.0,Camarines Norte,33989.17,21839.67,31740.0,76583.0,7365.0
4.0,Camarines Sur,36187.0,21267.75,35680.0,69805.5,7975.0
4.0,Camiguin,39529.92,24977.17,40815.0,87153.5,13770.0
4.0,Capiz,35701.5,26155.67,32502.0,99312.0,10363.0
4.0,Catanduanes,29256.83,22065.75,28827.0,86533.97,9372.5
4.0,Cavite,63631.33,40063.83,67935.0,114257.75,16689.0
4.0,Cebu,49866.33,30405.83,50160.0,94318.0,13832.0
4.0,Compostela Valley,36161.58,18355.71,24645.0,70145.25,9911.0
4.0,Davao Oriental,27438.33,16893.67,19450.0,66427.0,7530.0
4.0,Davao del Norte,36466.42,25674.88,32032.0,94498.75,10722.0
4.0,Davao del Sur,35723.33,21252.67,29590.0,72662.5,9480.0
4.0,Dinagat Islands,32005.42,18700.58,23520.0,71294.3,7657.0
4.0,Eastern Samar,30725.33,21347.08,26090.5,85224.0,7206.0
4.0,Guimaras,38849.17,27322.17,28920.0,106408.25,13070.0
4.0,Ifugao,40550.83,21258.25,28485.0,73692.0,10302.0
4.0,Ilocos Norte,63880.0,37832.83,40500.0,141317.0,17040.0
4.0,Ilocos Sur,44256.08,25265.67,44846.0,79272.5,10975.0
4.0,Iloilo,44253.75,25612.25,41275.0,84975.5,12005.0
4.0,Isabela,38422.5,23671.58,39333.0,79227.75,9305.0
4.0,Kalinga,50446.67,30843.42,42695.0,117889.0,10220.0
4.0,La Union,47711.67,27789.33,38850.0,102085.12,12636.0
4.0,Laguna,58063.67,38701.38,57992.0,125173.0,17780.0
4.0,Lanao del Norte,33715.0,21041.17,28802.0,76477.5,9237.0
4.0,Lanao del Sur,32895.94,24408.73,22550.0,112171.28,5800.0
4.0,Leyte,37353.33,25322.33,36640.0,87851.7,11075.0
4.0,Maguindanao,24387.5,19569.75,20120.0,81910.0,7957.0
4.0,Marinduque,34835.83,26704.83,28650.0,104037.0,11750.0
4.0,Masbate,32478.17,18882.0,18860.0,81484.0,6674.0
4.0,Metropolitan Manila,66631.5,44854.67,84630.0,129001.5,17070.0
4.0,Misamis Occidental,33188.08,23990.58,26417.0,91062.35,12007.5
4.0,Misamis Oriental,41344.58,24613.44,39780.0,79664.0,13485.0
4.0,Mountain Province,42873.33,24261.83,27210.0,92234.0,6719.0
4.0,Negros Occidental,40580.0,27826.17,38480.0,97842.0,13000.0
4.0,Negros Oriental,29163.17,16828.83,21300.0,62648.0,8216.0
4.0,North Cotabato,37069.17,22386.75,27384.0,87563.0,9680.0
4.0,Northern Samar,32383.33,18662.83,26335.0,72023.0,5514.0
4.0,Nueva Ecija,47103.33,29252.92,45500.0,97440.5,10785.0
4.0,Nueva Vizcaya,38933.92,25029.08,36590.0,88690.78,13020.0
4.0,Occidental Mindoro,31980.83,20573.92,28410.0,74956.0,8340.0
4.0,Oriental Mindoro,33247.67,21036.17,34771.0,68003.0,11350.0
4.0,Palawan,35811.67,22079.83,31655.0,78385.75,10565.0
4.0,Pampanga,66055.83,43763.54,78000.0,131774.5,17045.0
4.0,Pangasinan,41056.67,25970.33,40620.0,88241.0,11700.0
4.0,Quezon,37283.33,28870.33,39620.0,105198.0,10500.0
4.0,Quirino,39053.0,21803.21,31480.0,75714.75,10750.0
4.0,Rizal,61496.33,42778.75,62440.0,133582.25,26966.0
4.0,Romblon,28566.67,21067.88,23550.0,85068.5,8853.0
4.0,Samar,27871.67,19779.67,23120.0,79038.0,5720.0
4.0,Sarangani,27055.54,18997.76,21230.0,77112.0,7565.0
4.0,Siquijor,41527.5,22789.17,29149.5,87850.75,12143.0
4.0,Sorsogon,31317.33,22749.0,28018.0,88116.0,8370.0
4.0,South Cotabato,33718.67,23721.71,30620.0,81738.0,13110.0
4.0,Southern Leyte,37440.0,26274.5,32500.0,100421.08,10320.0
4.0,Sultan Kudarat,29252.33,19839.62,23605.0,76970.3,9020.0
4.0,Sulu,31746.67,20395.42,13690.0,98947.5,4260.0
4.0,Surigao del Norte,37680.0,21478.17,28200.0,77614.0,8182.0
4.0,Surigao del Sur,33717.5,24843.0,33400.0,94861.0,10140.0
4.0,Tarlac,47016.67,32775.33,48320.0,114879.0,13780.0
4.0,Tawi-Tawi,27714.33,16074.17,28260.0,52933.0,6240.0
4.0,Zambales,47056.67,35273.17,64570.0,106082.5,14040.0
4.0,Zamboanga Sibugay,27578.33,18684.67,20280.0,75140.0,7840.0
4.0,Zamboanga del Norte,27872.5,19471.0,19650.0,81401.0,8600.0
4.0,Zamboanga del Sur,36049.17,24822.5,30640.0,87715.0,10656.0
4.5,Abra,44874.67,29427.67,31880.0,98494.0,10700.0
4.5,Agusan del Norte,38459.58,28115.0,34517.0,94447.5,13715.0
4.5,Agusan del Sur,27708.0,21872.0,17580.0,93956.0,8760.0
4.5,Aklan,49207.0,30743.33,43610.0,109413.0,13048.0
4.5,Albay,37277.67,25208.0,40691.5,85840.0,10287.0
4.5,Antique,43611.67,25322.67,33550.0,92028.0,11930.0
4.5,Apayao,37640.83,27391.92,28390.0,118894.0,9100.0
4.5,Aurora,35271.67,22862.17,29418.0,88385.0,10650.0
4.5,Basilan,31561.25,20723.79,22890.0,83534.25,8180.0
4.5,Bataan,56334.17,38088.0,58820.0,120950.56,18020.0
4.5,Batanes,56894.58,32608.05,59570.0,96879.5,12621.0
4.5,Batangas,58111.42,38594.17,67689.0,105229.0,21047.5
4.5,Benguet,62037.83,36402.96,73582.0,99129.46,12800.0
4.5,Biliran,43028.08,27184.17,36911.0,99885.0,9600.0
4.5,Bohol,40524.42,22950.88,36057.0,73084.0,7500.0
4.5,Bukidnon,36329.44,17319.25,22724.0,64481.0,8085.0
4.5,Bulacan,58782.5,39351.17,52460.0,124106.0,18876.0
4.5,Cagayan,48801.17,29563.12,48193.0,100920.5,10590.0
4.5,Camarines Norte,36033.33,23825.5,39660.0,82975.5,8700.0
4.5,Camarines Sur,40225.0,22222.17,36540.0,71073.0,10260.0
4.5,Camiguin,40160.58,24881.92,35286.0,84411.0,13496.5
4.5,Capiz,40853.33,29443.5,33100.0,115711.0,11388.0
4.5,Catanduanes,30776.67,23269.55,29998.0,88361.5,9512.0
4.5,Cavite,63715.0,40576.83,72150.0,130340.5,19074.0
4.5,Cebu,58681.25,34438.0,53090.0,105685.0,14310.0
4.5,Compostela Valley,38814.0,20965.58,25702.0,78496.5,9430.0
4.5,Davao Oriental,30255.0,18468.08,21105.0,73233.5,8585.0
4.5,Davao del Norte,37642.0,27974.5,39615.0,98262.5,11495.0
4.5,Davao del Sur,39950.5,23733.42,32330.0,80415.0,10375.0
4.5,Dinagat Islands,35748.25,20450.02,25950.0,74355.25,6156.5
4.5,Eastern Samar,31051.42,22734.98,28535.0,90125.5,6985.0
4.5,Guimaras,42890.0,27977.25,28834.0,116116.5,13295.0
4.5,Ifugao,49986.67,23578.0,32100.0,81109.0,10700.0
4.5,Ilocos Norte,69270.0,42017.0,44880.0,159788.0,23770.0
4.5,Ilocos Sur,50155.83,29191.67,51640.0,83282.0,11150.0
4.5,Iloilo,56274.33,31474.67,49740.0,93893.0,14750.0
4.5,Isabela,43994.67,25596.88,36870.0,87438.0,11720.0
4.5,Kalinga,51154.17,30689.67,39000.0,112204.0,9420.0
4.5,La Union,60145.0,34291.83,49400.0,114039.0,15900.0
4.5,Laguna,66477.83,40541.92,58695.0,126910.0,18782.0
4.5,Lanao del Norte,37186.67,23919.67,33930.0,83667.75,10183.0
4.5,Lanao del Sur,33845.58,26691.42,24470.0,119660.56,5880.0
4.5,Leyte,38118.5,25871.0,40460.0,86243.0,11574.0
4.5,Maguindanao,26083.33,20956.0,21280.0,84183.5,8300.0
4.5,Marinduque,39636.67,25997.67,31600.0,109643.5,10365.0
4.5,Masbate,34918.33,20480.67,22480.0,89290.0,6400.0
4.5,Metropolitan Manila,71003.33,46786.19,85525.0,139806.0,17162.0
4.5,Misamis Occidental,36473.33,24537.58,26008.0,97703.0,11285.0
4.5,Misamis Oriental,44110.83,25451.67,44492.0,81455.0,11926.0
4.5,Mountain Province,42751.5,23728.25,26385.0,91770.0,6915.0
4.5,Negros Occidental,44009.33,31203.33,42240.0,105550.0,14980.0
4.5,North Cotabato,43370.25,27045.04,33505.0,94330.25,12300.0
4.5,Northern Samar,39654.83,20778.54,28374.0,78709.75,5020.0
4.5,Nueva Ecija,45603.33,29668.17,42480.0,98772.0,10650.0
4.5,Nueva Vizcaya,39699.58,25904.0,35107.0,89990.0,11280.0
4.5,Occidental Mindoro,32158.33,21662.17,26579.0,79170.0,6470.0
4.5,Oriental Mindoro,30625.83,19443.5,29880.0,68690.5,11780.0
4.5,Palawan,47682.5,27694.17,44430.0,88931.0,11540.0
4.5,Pampanga,67000.0,45247.42,79580.0,144853.0,17995.0
4.5,Pangasinan,40305.75,26200.4,37240.0,92058.5,11324.5
4.5,Quezon,39892.75,31537.83,39900.0,110994.0,11758.0
4.5,Quirino,45955.83,23706.42,32455.0,77888.12,10505.0
4.5,Rizal,61527.67,44592.79,63411.0,150131.6,18569.0
4.5,Romblon,35730.42,27033.58,27512.5,99909.5,8875.0
4.5,Samar,27575.75,19214.67,23295.0,79413.75,5698.0
4.5,Sarangani,30260.25,20892.58,19960.0,84339.25,8375.0
4.5,Siquijor,67483.33,30963.33,43188.0,113181.0,10775.0
4.5,Sorsogon,31392.5,23544.0,26010.0,92592.0,7770.0
4.5,South Cotabato,40017.0,28020.5,35700.0,95062.0,16000.0
4.5,Southern Leyte,40664.17,27489.86,33240.0,106464.5,12640.0
4.5,Sultan Kudarat,29958.0,21285.58,23300.0,83064.0,10045.0
4.5,Sulu,31585.25,19325.71,13902.5,88150.0,4560.0
4.5,Surigao del Norte,44136.17,24300.67,34260.0,82138.0,8820.0
4.5,Surigao del Sur,33951.67,24429.0,27200.0,101033.0,8680.0
4.5,Tarlac,54378.33,35737.92,51550.0,126316.5,16480.0
4.5,Tawi-Tawi,30091.67,17266.33,30348.0,56540.0,6110.0
4.5,Zambales,54163.0,39111.17,69160.0,116216.0,14200.0
4.5,Zamboanga Sibugay,28233.92,19790.75,19800.0,78126.25,6685.0
4.5,Zamboanga del Norte,28581.67,20097.67,21840.0,80425.0,9230.0
4.5,Zamboanga del Sur,37284.58,25715.62,30900.0,90583.5,10430.0
5.0,Abra,37327.67,27830.33,33500.0,106498.0,11505.0
5.0,Agusan del Norte,36305.0,26893.0,31240.0,96932.0,13580.0
5.0,Agusan del Sur,28258.83,21871.0,18836.0,93875.0,9190.0
5.0,Aklan,44273.83,30112.83,35220.0,110053.0,13494.0
5.0,Albay,36710.83,25014.5,40510.0,85787.0,11000.0
5.0,Antique,39717.08,24450.5,29235.0,91928.75,9330.0
5.0,Apayao,42301.83,28114.17,30500.0,121653.5,7790.0
5.0,Aurora,38704.17,25992.5,29250.0,96895.5,10400.0
5.0,Basilan,30950.0,19982.67,21560.0,85066.0,7952.0
5.0,Bataan,53710.0,36636.33,58850.0,119330.0,16480.0
5.0,Batanes,82532.5,40638.5,76778.0,115222.0,20950.0
5.0,Batangas,50586.83,33439.17,55117.0,102765.0,15285.0
5.0,Benguet,63091.67,38839.75,72060.0,100772.0,14140.0
5.0,Biliran,34955.83,23256.83,27952.0,91472.0,9719.0
5.0,Bohol,36851.67,22372.67,30650.0,81097.0,9844.0
5.0,Bukidnon,34940.33,18079.0,23772.0,64237.0,8310.0
5.0,Bulacan,59843.5,38595.75,57330.0,129096.12,17672.0
5.0,Cagayan,47969.5,29599.67,43790.0,105715.0,12140.0
5.0,Camarines Norte,35129.58,22036.53,31080.0,83474.5,7950.0
5.0,Camarines Sur,39900.83,21399.58,30362.5,72732.9,9750.0
5.0,Camiguin,39350.0,25305.17,35879.0,89807.5,14062.5
5.0,Capiz,38430.75,29020.17,34115.0,109278.5,11151.0
5.0,Catanduanes,32721.25,23153.86,27513.0,95237.63,9596.5
5.0,Cavite,62200.67,40133.71,67600.0,124802.5,17097.0
5.0,Cebu,52018.33,32120.83,49530.0,100789.0,15305.0
5.0,Compostela Valley,38158.33,19084.46,24270.0,73721.0,9105.0
5.0,Davao Oriental,29400.83,19036.75,21390.0,74736.5,8090.0
5.0,Davao del Norte,37393.58,27042.38,34220.0,102747.0,10371.0
5.0,Davao del Sur,37511.33,21774.17,28950.0,80789.0,9865.0
5.0,Dinagat Islands,32275.58,19447.71,26452.5,75745.75,6238.0
5.0,Eastern Samar,32180.83,22568.25,26298.0,89800.0,8350.0
5.0,Guimaras,40880.0,29968.5,29910.0,116670.12,14420.0
5.0,Ifugao,40888.33,21388.58,28500.0,76085.5,9380.0
5.0,Ilocos Norte,72473.58,41134.83,44613.0,153715.0,21835.0
5.0,Ilocos Sur,48489.92,27040.42,44875.0,84679.0,11325.0
5.0,Iloilo,47960.67,26561.96,38710.0,93302.5,13740.0
5.0,Isabela,44723.25,26771.04,40569.0,89918.0,12085.0
5.0,Kalinga,49730.83,31065.42,42400.0,121536.0,9460.0
5.0,La Union,48741.67,30258.33,35092.0,116958.0,13440.0
5.0,Laguna,67807.08,45524.92,61570.0,145116.5,20800.0
5.0,Lanao del Norte,35433.33,23602.0,31220.0,86339.0,10620.0
5.0,Lanao del Sur,37694.83,28254.28,24160.0,132660.57,5700.0
5.0,Leyte,40239.0,26810.0,39750.0,93168.0,11780.0
5.0,Maguindanao,25233.33,20455.0,20460.0,87337.5,7680.0
5.0,Marinduque,36497.5,28363.0,30440.0,109942.0,11160.0
5.0,Masbate,33168.33,19369.98,17700.0,86748.0,6958.0
5.0,Metropolitan Manila,71395.33,48324.33,85110.0,144607.0,18800.0
5.0,Misamis Occidental,32990.92,23766.44,26540.0,95081.0,11895.0
5.0,Misamis Oriental,42765.42,24935.0,41255.0,84681.5,12880.0
5.0,Mountain Province,42186.5,23950.58,26875.0,98211.0,6251.0
5.0,Negros Occidental,40405.0,28386.88,38430.0,107548.0,13710.0
5.0,Negros Oriental,30090.83,18806.58,22855.0,69753.0,8560.0
5.0,North Cotabato,35694.42,23516.42,26130.0,91168.5,9520.0
5.0,Northern Samar,37350.9,20277.67,27737.0,81570.1,5076.0
5.0,Nueva Ecija,49743.83,31013.17,45372.0,106956.0,11720.0
5.0,Nueva Vizcaya,42633.33,27256.5,38580.0,97293.0,13823.0
5.0,Occidental Mindoro,33901.67,21834.67,27214.0,84850.0,8920.0
5.0,Oriental Mindoro,35061.67,22367.25,33210.0,72898.0,11113.0
5.0,Palawan,36556.67,22703.25,30547.5,84066.38,10115.0
5.0,Pampanga,70246.67,45008.33,81080.0,141973.75,19040.0
5.0,Pangasinan,39979.0,26099.5,38720.0,98437.0,12030.0
5.0,Quezon,41247.67,31885.67,38480.0,119123.0,11276.0
5.0,Quirino,42073.33,21226.67,30200.0,78629.0,9980.0
5.0,Rizal,66406.67,47080.67,65740.0,139895.0,30462.0
5.0,Romblon,30285.83,22538.33,24840.0,91292.0,8730.0
5.0,Samar,29122.83,20948.5,22450.0,87480.0,5336.0
5.0,Sarangani,27204.17,19240.62,20460.0,80211.0,9010.0
5.0,Siquijor,46226.67,27635.62,27519.0,107183.5,12349.0
5.0,Sorsogon,30521.5,22436.88,26220.0,91460.5,9664.0
5.0,South Cotabato,37101.75,25287.12,30870.0,91171.75,13077.5
5.0,Southern Leyte,41263.33,27551.27,29910.0,110776.47,11440.0
5.0,Sultan Kudarat,26141.67,19609.17,23520.0,79356.2,8890.0
5.0,Sulu,34726.67,22191.33,14800.0,108179.0,5230.0
5.0,Surigao del Norte,42800.17,25429.5,31720.0,90832.0,8660.0
5.0,Surigao del Sur,32581.25,24204.0,25555.0,97999.25,9225.0
5.0,Tarlac,51841.33,36038.75,51705.0,125322.5,17154.0
5.0,Tawi-Tawi,30140.0,17560.33,29200.0,60495.0,6880.0
5.0,Zambales,48329.58,36366.33,63990.0,118662.0,14555.0
5.0,Zamboanga Sibugay,28228.33,18849.67,19250.0,81540.0,7400.0
5.0,Zamboanga del Norte,29533.33,20454.17,20598.0,85737.0,8600.0
5.0,Zamboanga del Sur,38840.17,26083.67,31600.0,96243.5,11465.0
5.5,Abra,42597.5,29640.67,37652.0,112120.5,10650.0
5.5,Agusan del Norte,41074.58,30483.46,38099.0,108015.0,14805.0
5.5,Agusan del Sur,29956.42,22577.79,18487.0,99709.25,8074.0
5.5,Aklan,52547.17,32937.83,40075.0,120221.5,14000.0
5.5,Albay,40863.33,26556.83,41445.0,97721.25,10425.0
5.5,Antique,44538.33,27257.83,30200.0,97646.0,11400.0
5.5,Apayao,42882.83,29312.58,29010.0,128875.0,8710.0
5.5,Aurora,40821.67,27926.83,31860.0,108577.0,11100.0
5.5,Basilan,34245.0,21473.0,21220.0,90354.88,7680.0
5.5,Bataan,62517.92,39756.73,60070.0,133376.5,18672.5
5.5,Batanes,60326.17,39102.46,57848.0,118207.9,15011.0
5.5,Batangas,59311.67,36945.83,61800.0,108372.47,18510.0
5.5,Benguet,81130.83,41361.0,69780.0,114218.0,17264.0
5.5,Biliran,41358.42,25171.62,31113.5,95626.5,10491.0
5.5,Bohol,40265.92,23966.92,38590.0,85862.0,7905.0
5.5,Bukidnon,38847.0,17673.64,20589.0,70885.0,9315.0
5.5,Bulacan,66766.67,38755.33,56880.0,130252.0,16640.0
5.5,Cagayan,54769.25,29463.42,43685.0,103338.0,11575.0
5.5,Camarines Norte,45735.0,26652.67,37980.0,89932.0,8719.0
5.5,Camarines Sur,39580.83,21540.0,31685.0,77110.0,10335.0
5.5,Camiguin,45925.33,32908.75,53990.0,107198.0,20200.0
5.5,Capiz,42238.75,31238.25,28735.0,130802.5,10590.0
5.5,Catanduanes,32271.0,23094.33,36814.0,89965.0,9040.0
5.5,Cavite,78366.67,46473.96,69939.0,147271.0,23069.0
5.5,Cebu,62911.33,37018.5,53550.0,117657.0,15900.0
5.5,Compostela Valley,43782.33,21851.88,24865.0,85190.75,10175.0
5.5,Davao Oriental,34614.0,20476.17,20700.0,82147.0,7570.0
5.5,Davao del Norte,43105.67,31285.08,44055.0,116767.0,11107.0
5.5,Davao del Sur,41261.17,23137.33,30760.0,83290.0,9994.0
5.5,Dinagat Islands,42510.25,23009.5,33130.0,86307.38,6630.0
5.5,Eastern Samar,34879.58,23178.83,26700.0,96541.0,10754.0
5.5,Guimaras,49068.33,31083.08,38400.0,116478.0,15990.0
5.5,Ifugao,48075.42,25693.25,37285.0,83065.5,11090.0
5.5,Ilocos Norte,65953.58,39870.17,42485.0,147953.0,23475.0
5.5,Ilocos Sur,56647.5,30488.67,46940.0,92123.0,13600.0
5.5,Iloilo,52085.25,28435.71,45820.0,101422.0,14480.0
5.5,Isabela,53872.92,30521.29,49155.0,99941.8,13172.5
5.5,Kalinga,62367.5,35097.08,50430.0,133040.0,10940.0
5.5,La Union,57866.42,32044.17,38873.5,116374.75,12130.0
5.5,Laguna,72163.25,43570.08,67890.0,146114.88,23494.0
5.5,Lanao del Norte,37682.5,24621.24,31488.0,91594.0,10350.0
5.5,Lanao del Sur,40291.0,30306.25,23080.0,143168.95,5700.0
5.5,Leyte,48811.5,33714.52,53610.0,110325.25,15908.0
5.5,Maguindanao,26378.71,21035.75,22375.0,89087.5,8441.0
5.5,Marinduque,38327.5,29024.17,32200.0,121486.0,12110.0
5.5,Masbate,37813.5,23354.38,19757.5,97395.75,8245.0
5.5,Metropolitan Manila,76606.67,50190.42,89157.0,153368.6,19184.0
5.5,Misamis Occidental,39710.83,26382.33,31200.0,103894.5,11930.0
5.5,Misamis Oriental,47857.5,27921.0,41500.0,101896.0,13244.0
5.5,Mountain Province,47460.0,26495.67,26910.0,105774.0,5460.0
5.5,Negros Occidental,53513.33,36780.0,47280.0,118796.0,15964.0
5.5,North Cotabato,42100.0,26173.33,32589.0,104105.5,12630.0
